dist,Z
0.0,881.677978515625
6.329977543596677e-05,881.677978515625
0.00012659955087193354,881.6530151367188
0.00018989932630790032,881.5549926757812
0.0002531991017438671,881.530029296875
0.0003164988771798339,881.4559936523438
0.00037979865261580063,881.3820190429688
0.0004430984280517674,880.5180053710938
0.0005063982034877342,881.0120239257812
0.000569697978923701,881.677978515625
0.0006329977543596678,881.1849975585938
0.0006962975297956345,881.4559936523438
0.0007595973052316013,880.8389892578125
0.0008228970806675681,881.1099853515625
0.0008861968561035348,881.5549926757812
0.0009494966315395016,881.1849975585938
0.0010127964069754684,881.208984375
0.001076096182411435,880.7650146484375
0.001139395957847402,882.4920043945312
0.0012026957332833686,882.4920043945312
0.0012659955087193355,882.8629760742188
0.0013292952841553022,882.8870239257812
0.001392595059591269,883.0599975585938
