dist,Z
0.0,880.8140258789062
6.205487783837327e-05,880.7650146484375
0.00012410975567674653,880.739990234375
0.00018616463351511981,880.7650146484375
0.00024821951135349307,880.666015625
0.0003102743891918663,880.666015625
0.00037232926703023963,880.666015625
0.0004343841448686129,880.7160034179688
0.0004964390227069861,880.6909790039062
0.0005584939005453594,880.72802734375
0.0006205487783837326,880.5430297851562
0.0006826036562221059,880.4940185546875
0.0007446585340604793,881.0609741210938
0.0008067134118988525,880.93798828125
0.0008687682897372258,880.93798828125
0.000930823167575599,881.1599731445312
0.0009928780454139723,881.9990234375
0.0010549329232523456,882.0239868164062
0.0011169878010907188,881.9249877929688
0.0011790426789290921,881.7520141601562
0.0012410975567674653,881.7769775390625
0.0013031524346058386,881.677978515625
0.0013652073124442118,881.6530151367188
0.0014272621902825851,881.6530151367188
0.0014893170681209585,881.5549926757812
0.0015513719459593317,881.3820190429688
0.001613426823797705,881.4559936523438
0.0016754817016360782,881.3820190429688
0.0017375365794744515,880.6420288085938
0.0017995914573128247,881.0120239257812
0.001861646335151198,881.677978515625
0.0019237012129895712,881.1849975585938
0.0019857560908279445,881.4559936523438
0.002047810968666318,880.8389892578125
0.0021098658465046913,881.1099853515625
0.002171920724343064,881.5549926757812
0.0022339756021814376,881.1849975585938
0.002296030480019811,881.208984375
0.0023580853578581843,880.7650146484375
0.002420140235696557,882.4920043945312
0.0024821951135349306,882.4920043945312
0.002544249991373304,882.8629760742188
0.0026063048692116773,882.8870239257812
0.0026683597470500506,883.0599975585938
